RANK,ID,NAME,SYMBOL,PERCENTAGE,VOLUME,PRICE,MARKETCAP,SPARKLINEURL
81,3871,newton,NEW,9.39,"$8,091,943",$0.003974,"$47,486,532",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.22,"$5,586,993",$0.005377,"$46,713,608",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.59,"$1,630,003",$0.057953,"$45,470,615",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,2539,ren,REN,0.78,"$2,055,732",$0.055641,"$44,485,345",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
85,1455,golem-network-tokens,GNT,-3.28,"$2,224,171",$0.045277,"$44,373,664",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
86,1759,status,SNT,1.48,"$183,041,615",$0.012640,"$43,868,581",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
87,2299,aelf,ELF,-3.68,"$9,590,189",$0.078962,"$42,993,248",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
88,2874,aurora,AOA,-11.23,"$1,689,797",$0.006458,"$42,247,479",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
89,2603,pundi-x,NPXS,-0.79,"$1,007,612",$0.000179,"$42,021,686",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
90,1414,zcoin,XZC,-1.76,"$4,587,838",$4.84," $41,818,870",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
91,3701,rif-token,RIF,10.09,"$7,729,381",$0.083129,"$41,514,047",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-6.99,"$2,076,633",$1.10,"$39,739,990",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,0.12,"$18,942,924",$0.053900,"$37,549,770",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-2.41,"$1,597,121",$0.110991,"$36,340,932",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
95,4066,chiliz,CHZ,-3.14,"$7,940,568",$0.009917,"$35,748,812",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4066.png
96,2989,stasis-euro,EURS,-0.39,"$541,267",$1.12,"$35,699,449",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2989.png
97,2137,electroneum,ETN,1.46,"$103,534",$0.003603,"$35,518,459",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2137.png
98,2772,digitex-futures,DGTX,-0.29,"$1,004,199",$0.046090,"$35,519,145",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2772.png
99,1923,tierion,TNT,0.28,"$1,222,943",$0.081128,"$34,761,638",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1923.png
100,3890,matic-network,MATIC,9.44,"$24,298,403",$0.015155,"$33,601,336",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3890.png
1,1,bitcoin,BTC,-0.21,"$15,952,351,942",$8226.21,"$148,119,251,849",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1.png
2,1027,ethereum,ETH,0.03,"$6,896,443,839",$175.26,"$18,970,493,759",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1027.png
3,52,ripple,XRP,2.81,"$1,704,094,712",$0.300631,"$13,000,087,721",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/52.png
4,1831,bitcoin-cash,BCH,3.73,"$1,709,438,821",$233.92,"$4,226,911,448",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1831.png
5,825,tether,USDT,0.03,"$19,410,286,892",$1.00,"$4,127,829,023",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/825.png
6,2,litecoin,LTC,0.95,"$2,752,524,803",$55.07,"$3,497,524,617",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2.png
7,1839,binance-coin,BNB,0.26,"$182,447,454",$18.26,"$2,840,399,412",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1839.png
8,1765,eos,EOS,0.63,"$1,719,366,844",$2.94,"$2,755,450,136",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1765.png
9,3602,bitcoin-sv,BSV,17.56,"$576,338,881",$112.20,"$2,003,254,228",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3602.png
10,512,stellar,XLM,1.56,"$195,113,146",$0.064185,"$1,285,982,199",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/512.png
11,1958,tron,TRX,1.14,"$768,639,563",$0.015682,"$1,045,717,746",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1958.png
12,2010,cardano,ADA,2.33,"$39,396,960",$0.040068,"$1,038,853,681",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2010.png
13,3957,unus-sed-leo,LEO,-1.47,"$6,667,101",$1.01,"$1,005,725,283",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3957.png
14,328,monero,XMR,1.90,"$98,750,578",$57.33,"$990,172,892",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/328.png
15,1975,chainlink,LINK,8.96,"$185,456,834",$2.71,"$949,787,416",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1975.png
16,2502,huobi-token,HT,-0.64,"$68,097,885",$3.41,"$797,498,857",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2502.png
17,1720,iota,MIOTA,2.70,"$7,371,760",$0.276101,"$767,432,399",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1720.png
18,131,dash,DASH,-0.51,"$232,100,687",$69.14,"$629,663,612",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/131.png
19,2011,tezos,XTZ,-1.61,"$11,524,943",$0.867715,"$573,015,906 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2011.png
20,3794,cosmos,ATOM,3.97,"$141,220,074",$3.00,"$572,395,733",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3794.png
21,1321,ethereum-classic,ETC,3.03,"$512,417,560",$4.65,"$532,623,934",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1321.png
22,1376,neo,NEO,1.99,"$241,492,021",$7.45,"$525,485,004",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1376.png
23,1518,maker,MKR,1.09,"$7,277,023",$502.20,"$502,198,902",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1518.png
24,3408,usd-coin,USDC,0.16,"$197,826,753",$1.00,"$477,431,118",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3408.png
25,3635,crypto-com-coin,CRO,1.32,"$11,933,384",$0.033810,"$372,222,052",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3635.png
26,873,nem,XEM,-0.98,"$30,731,131",$0.040249,"$362,243,716",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/873.png
27,74,dogecoin,DOGE,0.55,"$82,637,698",$0.002741,"$333,573,839",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/74.png
28,2566,ontology,ONT,2.69,"$83,063,451",$0.600242,"$321,640,277",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2566.png
29,1697,basic-attention-token,BAT,-5.06,"$42,474,529",$0.214711,"$290,063,789",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1697.png
30,1437,zcash,ZEC,0.37,"$116,775,858",$36.64,"$281,392,003",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1437.png
31,3330,paxos-standard,PAX,0.14,"$310,923,427",$1.00,"$249,383,181",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3330.png
32,3662,hedgetrade,HEDG,-2.80,"$298,486",$0.738026,"$212,795,548",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3662.png
33,1896,0x,ZRX,-0.91,"$25,218,754",$0.323323,"$194,401,951",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1896.png
34,2563,trueusd,TUSD,0.06,"$173,518,563",$1.00,"$186,513,800",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2563.png
35,3077,vechain,VET,-0.97,"$75,124,763",$0.003337,"$185,055,193",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3077.png
36,1684,qtum,QTUM,0.00,"$170,687,496",$1.71,"$164,696,824",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1684.png
37,1168,decred,DCR,-2.64,"$6,544,246",$14.48,"$152,946,286",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1168.png
38,3437,abbc-coin,ABBC,-4.10,"$57,885,552",$0.275292,"$152,596,315",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3437.png
39,2682,holo,HOT,1.75,"$13,272,170",$0.000937,"$151,175,615",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2682.png
40,2577,ravencoin,RVN,-1.68,"$10,657,139",$0.031045,"$145,428,535",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2577.png
41,4172,luna,LUNA,-5.67,"$1,068,385",$0.497019,"$141,874,806",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4172.png
42,3351,zb,ZB,-0.33,"$174,315,132",$0.299557,"$138,781,330",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3351.png
43,2083,bitcoin-gold,BTG,0.72,"$12,074,044",$7.61,"$133,310,661",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2083.png
44,4279,swipe,SXP,-0.29,"$51,309,009",$2.11,"$129,227,291",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4279.png
45,2453,educare,EKT,3.44,"$8,877,666",$0.145555,"$123,721,774",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2453.png
46,2585,centrality,CENNZ,-5.97,"$407,354",$0.114360,"$120,725,491",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2585.png
47,3704,v-systems,VSYS,-0.25,"$2,349,821",$0.062346,"$114,286,191",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3704.png
48,1808,omisego,OMG,-0.57,"$44,398,304",$0.811827,"$113,855,035",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1808.png
49,1567,nano,NANO,1.44,"$3,733,256",$0.813285,"$108,368,795",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1567.png
50,2586,synthetix-network-token,SNX,8.31,"$208,665",$0.754943,"$104,898,332",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2586.png
51,2087,kucoin-shares,KCS,0.79,"$6,959,358",$1.09,"$95,966,204",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2087.png
52,4030,algorand,ALGO,0.75,"$101,831,842",$0.228463,"$95,799,178",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4030.png
53,109,digibyte,DGB,-1.29,"$3,357,782",$0.007547,"$93,598,095",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/109.png
54,1214,lisk,LSK,-2.02,"$1,676,859",$0.762643,"$92,340,392",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1214.png
55,1104,augur,REP,0.50,"$6,338,330",$8.23,"$90,506,023",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1104.png
56,3718,bittorrent,BTT,0.27,"$68,544,445",$0.000418,"$88,753,152",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3718.png
57,2222,bitcoin-diamond,BCD,0.49,"$2,165,613",$0.469826,"$87,619,230",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2222.png
58,2308,dai,DAI,0.59,"$21,013,292",$1.01,"$85,101,963",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2308.png
59,1042,siacoin,SC,-2.86,"$3,060,710",$0.001979,"$82,755,979",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1042.png
60,2099,icon,ICX,2.39,"$27,216,095",$0.164478,"$82,335,020",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2099.png
61,1274,waves,WAVES,-0.58,"$13,214,903",$0.807509,"$80,750,870",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1274.png
62,2416,theta,THETA,1.02,"$625,839",$0.086577,"$75,365,712",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2416.png
63,372,bytecoin-bcn,BCN,6.15,"$7,611",$0.000399,"$73,473,455",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/372.png
64,213,monacoin,MONA,-0.37,"$1,623,826",$1.11,"$72,814,688",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/213.png
65,463,bitshares,BTS,0.29,"$1,844,715",$0.026299,"$72,231,040",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/463.png
66,1521,komodo,KMD,1.70,"$1,711,862",$0.563507,"$65,641,854",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1521.png
67,3155,quant,QNT,-5.79,"$3,296,212",$5.25,"$63,372,619",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3155.png
68,1903,hypercash,HC,-0.67,"$1,951,873",$1.41,"$62,391,013",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1903.png
69,3218,energi,NRG,1.19,"$310,235",$2.62,"$57,373,476",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3218.png
70,1866,bytom,BTM,0.84,"$4,839,272",$0.057234,"$57,377,085",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1866.png
71,1776,crypto-com,MCO,3.81,"$6,632,194",$3.64,"$57,418,287",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1776.png
72,2694,nexo,NEXO,2.57,"$10,836,647",$0.101397,"$56,782,213",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2694.png
73,291,maidsafecoin,MAID,-1.96,"$443,681",$0.125069,"$56,600,059",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/291.png
74,693,verge,XVG,-1.71,"$1,222,602",$0.003403,"$54,470,310",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/693.png
75,1700,aeternity,AE,0.88,"$48,271,547",$0.186134,"$53,596,703",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1700.png
76,2405,iostoken,IOST,0.25,"$14,874,766",$0.004409,"$52,967,485",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2405.png
77,2447,crpt,CRPT,3.69,"$385,118",$0.611580,"$51,860,749",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2447.png
78,4195,ftx-token,FTT,-1.53,"$2,440,454",$1.33,"$50,517,369 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4195.png
79,1320,ardor,ARDR,-2.08,"$2,213,168",$0.049918,"$49,867,753",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1320.png
80,1230,steem,STEEM,-1.48,"$471,300",$0.138222,"$48,186,768",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1230.png
81,3871,newton,NEW,9.12,"$8,098,036",$0.003965,"$47,371,759",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.28,"$5,585,705",$0.005380,"$46,741,089",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.63,"$1,630,667",$0.057975,"$45,488,247",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,2539,ren,REN,0.81,"$2,056,870",$0.055659,"$44,499,944",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
85,1455,golem-network-tokens,GNT,-3.43,"$2,225,203",$0.045206,"$44,304,275",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
86,1759,status,SNT,1.45,"$183,027,535",$0.012637,"$43,858,140",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
87,2299,aelf,ELF,-4.73,"$9,570,521",$0.078100,"$42,523,727",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
88,2874,aurora,AOA,-12.49,"$1,665,778",$0.006366,"$41,645,216",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
89,2603,pundi-x,NPXS,-0.78,"$1,007,319",$0.000180,"$42,026,822",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
90,1414,zcoin,XZC,-1.07,"$4,618,394",$4.88,"$42,115,637",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
91,3701,rif-token,RIF,10.13,"$7,729,197",$0.083155,"$41,527,478",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-7.11,"$2,077,138",$1.10,"$39,687,686",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,0.02,"$18,904,331",$0.053843,"$37,510,300",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-2.40,"$1,597,240",$0.110999,"$36,343,620",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
95,2989,stasis-euro,EURS,-0.40,"$541,018",$1.12,"$35,696,234",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2989.png
96,2137,electroneum,ETN,1.50,"$103,571",$0.003605,"$35,530,847",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2137.png
97,4066,chiliz,CHZ,-3.87,"$7,924,201",$0.009853,"$35,516,832",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4066.png
98,2772,digitex-futures,DGTX,-0.34,"$1,003,640",$0.046070,"$35,503,738",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2772.png
99,1923,tierion,TNT,0.33,"$1,223,672",$0.081169,"$34,779,400",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1923.png
100,3890,matic-network,MATIC,9.43,"$24,339,851",$0.015153,"$33,596,170",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3890.png
