RANK,ID,NAME,SYMBOL,PERCENTAGE,VOLUME,PRICE,MARKETCAP,SPARKLINEURL
12,2010,cardano,ADA,2.22,"$39,872,739",$0.040003,"$1,037,169,799",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2010.png
13,3957,unus-sed-leo,LEO,-1.52,"$6,765,692",$1.01,"$1,005,198,957",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3957.png
14,328,monero,XMR,2.13,"$99,348,750",$57.47,"$992,562,931",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/328.png
15,1975,chainlink,LINK,9.68,"$187,161,745",$2.73,"$956,874,864",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1975.png
16,2502,huobi-token,HT,-0.54,"$67,889,047",$3.41,"$798,100,565",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2502.png
17,1720,iota,MIOTA,2.41,"$7,464,424",$0.275184,"$764,882,755",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1720.png
18,131,dash,DASH,-0.54,"$231,649,702",$69.15,"$629,831,702",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/131.png
19,2011,tezos,XTZ,-1.58,"$11,432,905",$0.867165,"$572,652,825 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2011.png
20,3794,cosmos,ATOM,3.34,"$141,625,656",$2.98,"$568,893,887",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3794.png
21,1321,ethereum-classic,ETC,2.47,"$510,538,246",$4.63,"$529,649,629",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1321.png
22,1376,neo,NEO,2.20,"$240,269,059",$7.47,"$526,736,973",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1376.png
23,1518,maker,MKR,-0.39,"$7,064,547",$494.66,"$494,663,117",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1518.png
24,3408,usd-coin,USDC,0.26,"$195,945,094",$1.00,"$477,924,834",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3408.png
25,3635,crypto-com-coin,CRO,1.20,"$11,876,587",$0.033775,"$371,836,318",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3635.png
26,873,nem,XEM,-1.12,"$30,801,541",$0.040214,"$361,921,938",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/873.png
27,74,dogecoin,DOGE,0.28,"$82,675,206",$0.002733,"$332,642,429",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/74.png
28,2566,ontology,ONT,2.83,"$83,430,252",$0.600962,"$322,026,384",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2566.png
29,1697,basic-attention-token,BAT,-4.54,"$42,702,930",$0.215669,"$291,357,571",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1697.png
30,1437,zcash,ZEC,0.40,"$117,033,914",$36.67,"$281,660,325",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1437.png
31,3330,paxos-standard,PAX,0.25,"$309,272,687",$1.00,"$249,666,086",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3330.png
32,3662,hedgetrade,HEDG,-2.55,"$294,116",$0.740458,"$213,496,876",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3662.png
33,1896,0x,ZRX,-0.68,"$25,139,694",$0.324040,"$194,833,035",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1896.png
34,2563,trueusd,TUSD,0.14,"$171,669,960",$1.00,"$186,674,471",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2563.png
35,3077,vechain,VET,-1.01,"$75,200,606",$0.003339,"$185,173,611",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3077.png
36,1684,qtum,QTUM,0.07,"$170,642,512",$1.71,"$164,725,306",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1684.png
37,1168,decred,DCR,-2.46,"$6,552,985",$14.50,"$153,192,714",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1168.png
38,3437,abbc-coin,ABBC,-3.99,"$57,189,655",$0.274011,"$151,886,315",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3437.png
39,2682,holo,HOT,1.90,"$13,296,706",$0.000938,"$151,435,026",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2682.png
40,2577,ravencoin,RVN,-0.93,"$10,850,694",$0.031230,"$146,295,857",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2577.png
41,4172,luna,LUNA,-5.83,"$1,063,732",$0.494637,"$141,194,729",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4172.png
42,3351,zb,ZB,-0.14,"$174,738,088",$0.300434,"$139,187,661",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3351.png
43,2083,bitcoin-gold,BTG,0.61,"$12,063,526",$7.60,"$133,177,102",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2083.png
44,4279,swipe,SXP,-0.19,"$51,136,761",$2.12,"$129,363,430",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4279.png
45,2453,educare,EKT,3.24,"$8,867,648",$0.145318,"$123,520,015",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2453.png
46,2585,centrality,CENNZ,-1.44,"$404,465",$0.119678,"$126,339,787",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2585.png
47,3704,v-systems,VSYS,-0.30,"$2,358,738",$0.062301,"$114,203,231",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3704.png
48,1808,omisego,OMG,-0.47,"$44,264,484",$0.812543,"$113,955,406",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1808.png
49,1567,nano,NANO,1.24,"$3,739,440",$0.811336,"$108,109,093",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1567.png
50,2586,synthetix-network-token,SNX,7.94,"$210,261",$0.752390,"$104,543,581",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2586.png
51,2087,kucoin-shares,KCS,0.83,"$7,037,117",$1.09,"$95,981,988",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2087.png
52,4030,algorand,ALGO,0.55,"$101,829,055",$0.228089,"$95,645,105",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4030.png
53,109,digibyte,DGB,-1.53,"$3,463,298",$0.007531,"$93,409,226",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/109.png
54,1214,lisk,LSK,-2.12,"$1,660,054",$0.761452,"$92,196,358",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1214.png
55,1104,augur,REP,1.43,"$6,350,027",$8.30,"$91,269,795",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1104.png
56,3718,bittorrent,BTT,0.53,"$68,401,987",$0.000420,"$89,013,631",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3718.png
57,2222,bitcoin-diamond,BCD,2.04,"$2,165,335",$0.475495,"$88,676,494",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2222.png
58,2308,dai,DAI,0.51,"$21,063,064",$1.01,"$85,076,565",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2308.png
59,1042,siacoin,SC,-3.08,"$3,034,279",$0.001975,"$82,570,120",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1042.png
60,2099,icon,ICX,2.41,"$27,241,179",$0.164563,"$82,377,654",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2099.png
61,1274,waves,WAVES,-0.46,"$13,231,213",$0.808748,"$80,874,771",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1274.png
62,2416,theta,THETA,1.31,"$626,366",$0.086783,"$75,544,997",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2416.png
63,372,bytecoin-bcn,BCN,5.95,"$7,556",$0.000397,"$73,126,716",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/372.png
64,213,monacoin,MONA,-0.67,"$1,619,948",$1.11,"$72,656,530",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/213.png
65,463,bitshares,BTS,0.24,"$1,841,379",$0.026295,"$72,219,290",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/463.png
66,1521,komodo,KMD,1.79,"$1,688,613",$0.563509,"$65,642,777",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1521.png
67,3155,quant,QNT,-5.69,"$3,307,634",$5.25,"$63,434,780",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3155.png
68,1903,hypercash,HC,-0.66,"$1,957,588",$1.41,"$62,411,860",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1903.png
69,1776,crypto-com,MCO,3.79,"$6,644,780",$3.64,"$57,425,699",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1776.png
70,3218,energi,NRG,-0.03,"$310,260",$2.62,"$57,372,806",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3218.png
71,1866,bytom,BTM,0.84,"$4,838,860",$0.057225,"$57,368,419",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1866.png
72,2694,nexo,NEXO,2.08,"$10,936,684",$0.100885,"$56,495,768",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2694.png
73,291,maidsafecoin,MAID,-1.97,"$438,524",$0.125141,"$56,632,823",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/291.png
74,693,verge,XVG,-1.19,"$1,226,676",$0.003421,"$54,759,697",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/693.png
75,1700,aeternity,AE,0.84,"$48,242,054",$0.186091,"$53,584,655",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1700.png
76,2405,iostoken,IOST,0.43,"$14,891,108",$0.004416,"$53,056,507",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2405.png
77,2447,crpt,CRPT,3.28,"$371,884",$0.612259,"$51,918,401",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2447.png
78,4195,ftx-token,FTT,-1.35,"$2,431,254",$1.33,"$50,587,986 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4195.png
79,1320,ardor,ARDR,-0.89,"$2,316,161",$0.050446,"$50,395,650",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1320.png
80,1230,steem,STEEM,-1.09,"$480,815",$0.138818,"$48,394,785",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1230.png
81,3871,newton,NEW,8.70,"$8,051,014",$0.003955,"$47,257,957",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.16,"$5,566,919",$0.005378,"$46,719,024",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.21,"$1,622,458",$0.057749,"$45,310,484",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,1455,golem-network-tokens,GNT,-2.62,"$2,242,733",$0.045555,"$44,646,061",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
85,2539,ren,REN,0.90,"$2,072,206",$0.055752,"$44,574,343",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
86,2874,aurora,AOA,-10.95,"$1,688,257",$0.006468,"$42,318,279",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
87,2299,aelf,ELF,-4.48,"$9,747,966",$0.078271,"$42,616,796",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
88,1759,status,SNT,-1.27,"$182,837,930",$0.012297,"$42,677,950",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
89,2603,pundi-x,NPXS,-0.24,"$1,009,627",$0.000181,"$42,273,523",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
90,1414,zcoin,XZC,-1.04,"$4,621,060",$4.88,"$42,118,671",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
91,3701,rif-token,RIF,10.40,"$7,668,290",$0.083248,"$41,573,857",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-7.23,"$2,075,108",$1.09,"$39,634,745",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,-0.42,"$19,281,583",$0.053565,"$37,316,075",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-1.83,"$1,600,022",$0.111669,"$36,562,877",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
95,4066,chiliz,CHZ,-3.25,"$7,954,384",$0.009955,"$35,883,750 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4066.png
96,2989,stasis-euro,EURS,-0.48,"$517,433",$1.12,"$35,671,427",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2989.png
97,2137,electroneum,ETN,1.42,"$103,204",$0.003601,"$35,497,053",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2137.png
98,2772,digitex-futures,DGTX,-0.43,"$993,105",$0.046017,"$35,463,087",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2772.png
99,1923,tierion,TNT,0.72,"$1,220,277",$0.081353,"$34,858,313",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1923.png
100,3890,matic-network,MATIC,8.82,"$24,774,676",$0.015091,"$33,459,256",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3890.png
1,1,bitcoin,BTC,-0.24,"$15,883,351,792",$8225.55,"$148,107,535,925",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1.png
2,1027,ethereum,ETH,-0.04,"$6,884,286,043",$175.14,"$18,957,638,041",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1027.png
3,52,ripple,XRP,2.38,"$1,711,098,785",$0.299178,"$12,937,230,697",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/52.png
4,1831,bitcoin-cash,BCH,3.77,"$1,700,201,519",$234.11,"$4,230,360,105",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1831.png
5,825,tether,USDT,0.10,"$19,346,459,710",$1.01,"$4,130,792,706",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/825.png
6,2,litecoin,LTC,0.78,"$2,745,162,719",$54.96,"$3,490,818,051",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2.png
7,1839,binance-coin,BNB,0.57,"$182,273,957",$18.31,"$2,847,797,051",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1839.png
8,1765,eos,EOS,0.63,"$1,721,765,598",$2.94,"$2,756,071,717",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1765.png
9,3602,bitcoin-sv,BSV,17.04,"$573,290,820",$111.87,"$1,997,406,516",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3602.png
10,512,stellar,XLM,1.53,"$196,004,400",$0.064171,"$1,285,711,956",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/512.png
11,1958,tron,TRX,1.11,"$770,078,287",$0.015671,"$1,045,007,791",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1958.png
12,2010,cardano,ADA,2.34,"$39,927,725",$0.040048,"$1,038,326,215",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2010.png
13,3957,unus-sed-leo,LEO,-1.50,"$6,767,481",$1.01,"$1,005,498,507",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3957.png
14,328,monero,XMR,2.13,"$99,348,287",$57.47,"$992,559,066",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/328.png
15,1975,chainlink,LINK,9.94,"$187,597,502",$2.74,"$959,290,234 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1975.png
16,2502,huobi-token,HT,-0.48,"$67,937,353",$3.41,"$798,520,021",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2502.png
17,1720,iota,MIOTA,2.17,"$7,515,780",$0.274509,"$763,006,583",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1720.png
18,131,dash,DASH,-0.54,"$231,699,852",$69.17,"$629,972,151",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/131.png
19,2011,tezos,XTZ,-1.56,"$11,434,584",$0.867242,"$572,703,582",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2011.png
20,3794,cosmos,ATOM,3.40,"$141,636,062",$2.98,"$569,184,818",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3794.png
21,1321,ethereum-classic,ETC,2.59,"$511,094,194",$4.63,"$530,212,355",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1321.png
22,1376,neo,NEO,2.21,"$240,385,361",$7.47,"$526,823,942",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1376.png
23,1518,maker,MKR,0.76,"$7,144,227",$500.22,"$500,221,539",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1518.png
24,3408,usd-coin,USDC,0.32,"$195,968,633",$1.00,"$478,164,936",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3408.png
25,3635,crypto-com-coin,CRO,1.35,"$11,902,047",$0.033818,"$372,307,267",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3635.png
26,873,nem,XEM,-1.03,"$30,833,069",$0.040250,"$362,245,855",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/873.png
27,74,dogecoin,DOGE,0.36,"$82,736,709",$0.002735,"$332,874,762",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/74.png
28,2566,ontology,ONT,2.88,"$83,491,148",$0.601275,"$322,193,880",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2566.png
29,1697,basic-attention-token,BAT,-4.45,"$42,716,440",$0.215812,"$291,550,475",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1697.png
30,1437,zcash,ZEC,0.32,"$116,984,519",$36.65,"$281,487,792",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1437.png
31,3330,paxos-standard,PAX,0.26,"$309,446,574",$1.00,"$249,682,920",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3330.png
32,3662,hedgetrade,HEDG,-2.55,"$294,211",$0.740579,"$213,531,703",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3662.png
33,1896,0x,ZRX,-0.68,"$25,137,543",$0.324031,"$194,827,894",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1896.png
34,2563,trueusd,TUSD,0.09,"$171,626,648",$1.00,"$186,590,921",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2563.png
35,3077,vechain,VET,-1.05,"$75,175,426",$0.003339,"$185,169,745",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3077.png
36,1684,qtum,QTUM,0.11,"$170,705,450",$1.71,"$164,758,954",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1684.png
37,1168,decred,DCR,-2.45,"$6,556,147",$14.50,"$153,192,191",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1168.png
38,3437,abbc-coin,ABBC,-3.79,"$57,187,171",$0.274012,"$151,886,834",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3437.png
39,2682,holo,HOT,1.92,"$13,295,209",$0.000939,"$151,491,800",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2682.png
40,2577,ravencoin,RVN,-0.78,"$10,873,073",$0.031261,"$146,444,391",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2577.png
41,4172,luna,LUNA,-5.78,"$1,065,892",$0.494593,"$141,182,235",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4172.png
42,3351,zb,ZB,-0.17,"$174,724,779",$0.300405,"$139,174,447",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3351.png
43,2083,bitcoin-gold,BTG,0.60,"$12,065,893",$7.60,"$133,160,630",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2083.png
44,4279,swipe,SXP,-0.33,"$51,079,309",$2.11,"$129,188,599",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4279.png
45,2585,centrality,CENNZ,-4.51,"$404,255",$0.115943,"$122,397,416",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2585.png
46,2453,educare,EKT,3.24,"$8,870,534",$0.145343,"$123,541,560",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2453.png
47,3704,v-systems,VSYS,-0.31,"$2,358,393",$0.062284,"$114,173,537",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3704.png
48,1808,omisego,OMG,-0.45,"$44,251,115",$0.812623,"$113,966,617",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1808.png
49,1567,nano,NANO,1.27,"$3,739,837",$0.811517,"$108,133,235",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1567.png
50,2586,synthetix-network-token,SNX,7.94,"$210,260",$0.752383,"$104,542,653",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2586.png
51,2087,kucoin-shares,KCS,0.90,"$7,038,540",$1.09,"$96,038,760",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2087.png
52,4030,algorand,ALGO,0.92,"$101,857,791",$0.228924,"$95,995,532",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4030.png
53,109,digibyte,DGB,-1.61,"$3,461,462",$0.007527,"$93,349,386",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/109.png
54,1214,lisk,LSK,-2.12,"$1,659,295",$0.761475,"$92,199,175",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1214.png
55,1104,augur,REP,1.53,"$6,349,423",$8.30,"$91,331,255",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1104.png
56,3718,bittorrent,BTT,0.51,"$68,387,342",$0.000420,"$88,993,663",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3718.png
57,2222,bitcoin-diamond,BCD,2.51,"$2,167,088",$0.477435,"$89,038,285",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2222.png
58,2308,dai,DAI,0.46,"$21,068,053",$1.01,"$85,034,003",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2308.png
59,1042,siacoin,SC,-3.14,"$3,032,056",$0.001973,"$82,513,416",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1042.png
60,2099,icon,ICX,2.40,"$27,240,612",$0.164567,"$82,379,674",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2099.png
61,1274,waves,WAVES,-0.46,"$13,235,545",$0.808818,"$80,881,800",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1274.png
62,2416,theta,THETA,1.33,"$626,408",$0.086791,"$75,551,527",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2416.png
63,372,bytecoin-bcn,BCN,5.93,"$7,554",$0.000397,"$73,113,803",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/372.png
64,213,monacoin,MONA,-0.97,"$1,615,680",$1.10,"$72,443,768",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/213.png
65,463,bitshares,BTS,-0.21,"$1,834,782",$0.026177,"$71,896,938",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/463.png
66,1521,komodo,KMD,1.80,"$1,688,431",$0.563530,"$65,645,123",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1521.png
67,3155,quant,QNT,-5.35,"$3,308,482",$5.27,"$63,669,203",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3155.png
68,1903,hypercash,HC,-0.71,"$1,954,952",$1.41,"$62,384,888",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1903.png
69,1776,crypto-com,MCO,3.80,"$6,644,810",$3.64,"$57,433,720",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1776.png
70,3218,energi,NRG,-0.08,"$310,284",$2.62,"$57,377,284",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3218.png
71,1866,bytom,BTM,0.89,"$4,841,782",$0.057248,"$57,391,133",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1866.png
72,291,maidsafecoin,MAID,-2.04,"$437,876",$0.125053,"$56,592,971",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/291.png
73,2694,nexo,NEXO,2.39,"$10,938,281",$0.101191,"$56,666,688",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2694.png
74,693,verge,XVG,-1.43,"$1,223,615",$0.003413,"$54,624,455",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/693.png
75,1700,aeternity,AE,0.86,"$48,249,994",$0.186117,"$53,592,023",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1700.png
76,2405,iostoken,IOST,0.28,"$14,887,789",$0.004409,"$52,972,472",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2405.png
77,2447,crpt,CRPT,3.15,"$372,020",$0.612482,"$51,937,313",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2447.png
78,4195,ftx-token,FTT,-1.34,"$2,431,429",$1.33,"$50,585,345",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4195.png
79,1320,ardor,ARDR,-0.85,"$2,313,930",$0.050434,"$50,383,859",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1320.png
80,1230,steem,STEEM,-1.12,"$479,845",$0.138786,"$48,383,617",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1230.png
81,3871,newton,NEW,8.31,"$8,045,020",$0.003943,"$47,109,652",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.15,"$5,567,085",$0.005378,"$46,721,676",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.27,"$1,621,398",$0.057783,"$45,337,413",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,1455,golem-network-tokens,GNT,-2.72,"$2,241,515",$0.045498,"$44,590,086",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
85,2539,ren,REN,1.05,"$2,072,472",$0.055853,"$44,655,209",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
86,1759,status,SNT,-1.27,"$182,971,623",$0.012298,"$42,678,526",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
87,2299,aelf,ELF,-4.57,"$9,759,431",$0.078197,"$42,576,747",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
88,2874,aurora,AOA,-9.64,"$1,716,692",$0.006564,"$42,942,132",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
89,2603,pundi-x,NPXS,-0.31,"$1,008,640",$0.000180,"$42,251,881",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
90,1414,zcoin,XZC,-1.00,"$4,623,834",$4.88,"$42,130,764",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
91,3701,rif-token,RIF,10.47,"$7,666,407",$0.083262,"$41,580,840",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-7.05,"$2,079,479",$1.10,"$39,708,314",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,-0.98,"$19,170,209",$0.053266,"$37,108,070",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-1.90,"$1,598,412",$0.111598,"$36,539,886",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
